gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site
MAPRE1	21.0	3.0	0.0	1.0	0.0	15.0	1.0	0.0	1.0	0.0
GRIK5	114.0	0.0	1.0	0.0	0.0	104.0	5.0	0.0	4.0	0.0
ZNF44	58.0	4.0	0.0	1.0	0.0	51.0	2.0	0.0	0.0	0.0
TAC3	18.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	1.0	0.0
INTS6L	107.0	8.0	1.0	0.0	0.0	84.0	10.0	0.0	4.0	0.0
OR1E2	36.0	1.0	0.0	1.0	0.0	33.0	1.0	0.0	0.0	0.0
ADIPOR2	26.0	0.0	0.0	0.0	0.0	23.0	1.0	0.0	2.0	0.0
POU5F2	42.0	1.0	1.0	0.0	0.0	37.0	3.0	0.0	0.0	0.0
RND1	27.0	0.0	0.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
ZBTB14	51.0	3.0	0.0	0.0	0.0	42.0	6.0	0.0	0.0	0.0
SLC25A22	25.0	3.0	1.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0
CBWD5	8.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
PIGU	36.0	2.0	0.0	0.0	0.0	31.0	2.0	0.0	1.0	0.0
INTS4P1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RFX4	91.0	1.0	1.0	1.0	0.0	79.0	6.0	0.0	3.0	0.0
CRYZL1	32.0	4.0	1.0	0.0	0.0	22.0	2.0	0.0	2.0	1.0
RHBDL2	24.0	0.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
ACTRT3	34.0	0.0	0.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0
CEBPE	41.0	3.0	0.0	0.0	0.0	37.0	1.0	0.0	0.0	0.0
SETD1A	157.0	1.0	0.0	1.0	0.0	145.0	8.0	0.0	2.0	0.0
C18ORF21	11.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
CTNNBIP1	10.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	0.0
TRIOBP	262.0	8.0	3.0	0.0	1.0	225.0	24.0	0.0	1.0	0.0
TPRKB	13.0	1.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0
OR8A1	78.0	2.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0
FAM110A	14.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
TEX12	9.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0
PDE4DIP	394.0	8.0	2.0	1.0	1.0	344.0	33.0	0.0	5.0	0.0
GUF1	66.0	6.0	2.0	1.0	0.0	51.0	3.0	0.0	3.0	0.0
RTKN2	66.0	8.0	0.0	0.0	0.0	50.0	7.0	0.0	1.0	0.0
MT1E	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
PLEKHA5	105.0	5.0	3.0	0.0	0.0	86.0	7.0	0.0	4.0	0.0
SPRED1	65.0	10.0	2.0	1.0	0.0	43.0	9.0	0.0	0.0	0.0
ZBTB25	32.0	2.0	0.0	0.0	0.0	25.0	5.0	0.0	0.0	0.0
ZNF174	38.0	2.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	0.0
UTP4	45.0	0.0	1.0	0.0	1.0	38.0	5.0	0.0	0.0	0.0
ASB14	23.0	2.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0
BACE1	43.0	1.0	1.0	2.0	0.0	32.0	3.0	0.0	4.0	0.0
SYNDIG1	72.0	1.0	0.0	0.0	0.0	68.0	2.0	0.0	1.0	0.0
KDM1B	55.0	3.0	1.0	0.0	0.0	45.0	5.0	0.0	1.0	0.0
MRPS24	14.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0
PRUNE1	37.0	1.0	1.0	0.0	0.0	31.0	2.0	0.0	2.0	0.0
RPL9	12.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0
RPS6KA5	81.0	4.0	0.0	0.0	0.0	70.0	6.0	0.0	1.0	0.0
APCDD1	56.0	3.0	0.0	0.0	0.0	50.0	3.0	0.0	0.0	0.0
EZH1	66.0	4.0	0.0	2.0	0.0	54.0	4.0	0.0	2.0	0.0
MTMR9	42.0	2.0	2.0	0.0	0.0	34.0	4.0	0.0	0.0	0.0
APTX	21.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0	1.0	0.0
SLC25A1	16.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0
CSNK1A1L	58.0	4.0	3.0	0.0	0.0	48.0	3.0	0.0	0.0	0.0
APOBEC1	42.0	1.0	1.0	0.0	0.0	38.0	1.0	0.0	0.0	1.0
KHDRBS3	52.0	0.0	1.0	2.0	0.0	46.0	2.0	0.0	1.0	0.0
METTL22	35.0	0.0	0.0	0.0	0.0	31.0	2.0	0.0	2.0	0.0
HOXD4	44.0	1.0	0.0	0.0	0.0	41.0	1.0	1.0	0.0	0.0
APOA4	57.0	4.0	1.0	1.0	0.0	48.0	3.0	0.0	0.0	0.0
ZNF41	90.0	2.0	1.0	0.0	0.0	79.0	8.0	0.0	0.0	0.0
SSC5D	47.0	2.0	3.0	1.0	0.0	40.0	0.0	0.0	1.0	0.0
ADGRE4P	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
IAPP	19.0	0.0	1.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0
CECR2	99.0	1.0	1.0	0.0	0.0	90.0	6.0	0.0	1.0	0.0
FSTL1	37.0	0.0	0.0	0.0	0.0	31.0	3.0	0.0	3.0	0.0
MYO1G	87.0	0.0	0.0	1.0	0.0	77.0	7.0	0.0	2.0	0.0
RDH10	22.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
ADI1	21.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0
TPR	229.0	14.0	3.0	3.0	0.0	182.0	17.0	0.0	9.0	1.0
TRIM2	58.0	2.0	0.0	0.0	1.0	50.0	4.0	0.0	1.0	0.0
SLC22A8	80.0	2.0	1.0	0.0	0.0	64.0	6.0	0.0	5.0	2.0
HINT3	7.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0
CHML	64.0	3.0	0.0	0.0	0.0	56.0	5.0	0.0	0.0	0.0
PWWP2B	44.0	2.0	0.0	0.0	0.0	40.0	2.0	0.0	0.0	0.0
SP4	65.0	1.0	1.0	0.0	0.0	55.0	7.0	0.0	1.0	0.0
TMEM126B	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
SPOCD1	123.0	6.0	0.0	1.0	0.0	110.0	2.0	0.0	4.0	0.0
OR5H6	101.0	2.0	0.0	0.0	0.0	93.0	6.0	0.0	0.0	0.0
BTBD1	40.0	2.0	0.0	0.0	0.0	30.0	6.0	0.0	2.0	0.0
TMEM190	19.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
USP41	28.0	0.0	1.0	0.0	0.0	25.0	2.0	0.0	0.0	0.0
GGPS1	22.0	5.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	1.0
PLAGL2	51.0	3.0	0.0	1.0	0.0	45.0	2.0	0.0	0.0	0.0
ZNF160	102.0	5.0	2.0	0.0	0.0	86.0	9.0	0.0	0.0	0.0
PTPN12	72.0	6.0	2.0	0.0	0.0	59.0	3.0	0.0	2.0	0.0
BET1L	5.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
DGKH	99.0	1.0	1.0	1.0	0.0	86.0	8.0	0.0	2.0	0.0
PSMA2	15.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0
C3ORF18	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
COQ2	18.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0
DEFB132	8.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	1.0
RNASEH2B	27.0	2.0	0.0	0.0	0.0	22.0	2.0	0.0	1.0	0.0
PAFAH1B1	34.0	3.0	0.0	0.0	0.0	27.0	3.0	0.0	0.0	1.0
KIF5C	116.0	3.0	1.0	0.0	0.0	102.0	6.0	0.0	4.0	0.0
TGFBRAP1	102.0	3.0	1.0	1.0	0.0	89.0	8.0	0.0	0.0	0.0
KLHL20	60.0	0.0	0.0	0.0	0.0	56.0	3.0	0.0	1.0	0.0
HOXB8	28.0	0.0	2.0	0.0	0.0	25.0	1.0	0.0	0.0	0.0
OR52B2	63.0	2.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	2.0
ZC3H15	43.0	1.0	2.0	1.0	0.0	34.0	4.0	0.0	1.0	0.0
OLAH	39.0	1.0	0.0	0.0	0.0	35.0	3.0	0.0	0.0	0.0
SQSTM1	42.0	0.0	0.0	2.0	0.0	36.0	2.0	0.0	1.0	1.0
LIN37	24.0	1.0	0.0	0.0	0.0	22.0	0.0	0.0	1.0	0.0
UMAD1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MCRIP2	6.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
CALHM1	28.0	1.0	0.0	0.0	0.0	23.0	4.0	0.0	0.0	0.0
PPP2R2D	34.0	2.0	0.0	0.0	0.0	28.0	3.0	0.0	1.0	0.0
CEP170	175.0	9.0	1.0	2.0	1.0	147.0	12.0	0.0	2.0	1.0
HERC5	76.0	5.0	0.0	0.0	0.0	58.0	6.0	1.0	6.0	0.0
DTHD1	18.0	1.0	0.0	0.0	0.0	16.0	1.0	0.0	0.0	0.0
C7ORF61	20.0	2.0	1.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0
FGF1	25.0	2.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0
C10ORF131	7.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0
ASCL4	19.0	3.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0
PCK1	118.0	5.0	4.0	4.0	0.0	98.0	3.0	0.0	4.0	0.0
TEX33	28.0	1.0	0.0	1.0	0.0	24.0	1.0	0.0	1.0	0.0
GSTO2	18.0	1.0	0.0	0.0	0.0	14.0	3.0	0.0	0.0	0.0
PEPD	35.0	0.0	0.0	0.0	1.0	31.0	2.0	0.0	1.0	0.0
FKBP2	14.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0
KDR	290.0	7.0	2.0	1.0	0.0	250.0	24.0	0.0	6.0	0.0
TRIM63	34.0	1.0	0.0	1.0	0.0	25.0	6.0	0.0	1.0	0.0
TMEM214	49.0	0.0	0.0	0.0	0.0	43.0	4.0	0.0	2.0	0.0
C2ORF76	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0
OSCAR	23.0	1.0	0.0	0.0	0.0	19.0	1.0	0.0	2.0	0.0
RBM45	46.0	5.0	0.0	0.0	0.0	37.0	1.0	0.0	2.0	1.0
PRUNE2	432.0	9.0	0.0	1.0	4.0	384.0	32.0	0.0	2.0	0.0
COMMD4	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
MED29	14.0	1.0	1.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0
KRTAP2-4	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
PATZ1	67.0	0.0	2.0	1.0	0.0	60.0	2.0	1.0	1.0	0.0
AATK	75.0	0.0	0.0	1.0	0.0	69.0	5.0	0.0	0.0	0.0
GLOD4	26.0	0.0	0.0	0.0	0.0	23.0	2.0	0.0	1.0	0.0
MYCL	33.0	1.0	0.0	0.0	0.0	31.0	1.0	0.0	0.0	0.0
CCT8	26.0	0.0	1.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0
NCR3	18.0	1.0	0.0	0.0	0.0	16.0	1.0	0.0	0.0	0.0
CYP2A6	77.0	3.0	0.0	0.0	0.0	73.0	1.0	0.0	0.0	0.0
OR4Q3	144.0	3.0	4.0	0.0	0.0	133.0	3.0	0.0	0.0	1.0
YTHDF3	61.0	3.0	1.0	1.0	0.0	52.0	3.0	0.0	1.0	0.0
C9ORF170	10.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0
RNF24	12.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0
SLC25A21-AS1	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
TMPRSS4	36.0	0.0	0.0	0.0	0.0	34.0	1.0	0.0	1.0	0.0
IQCF3	33.0	1.0	0.0	0.0	0.0	30.0	2.0	0.0	0.0	0.0
OSBPL8	80.0	2.0	1.0	0.0	0.0	67.0	6.0	0.0	4.0	0.0
RAP2A	14.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0
C4ORF47	12.0	2.0	0.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0
GABRA3	102.0	3.0	1.0	0.0	0.0	90.0	6.0	0.0	2.0	0.0
TAF4	84.0	3.0	3.0	3.0	0.0	64.0	6.0	0.0	5.0	0.0
TCAF2	36.0	1.0	1.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0
MAML2	121.0	8.0	3.0	0.0	0.0	98.0	12.0	0.0	0.0	0.0
CLPSL2	5.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
MATN4	105.0	1.0	0.0	0.0	0.0	98.0	2.0	0.0	4.0	0.0
BAG3	44.0	0.0	1.0	0.0	1.0	39.0	3.0	0.0	0.0	0.0
MSH3	88.0	15.0	2.0	0.0	0.0	56.0	8.0	0.0	7.0	0.0
PRCC	46.0	1.0	1.0	0.0	0.0	41.0	1.0	1.0	1.0	0.0
ZFX	75.0	5.0	3.0	2.0	0.0	54.0	10.0	0.0	1.0	0.0
KCNH3	119.0	8.0	1.0	2.0	0.0	100.0	4.0	1.0	2.0	1.0
GPR21	24.0	0.0	0.0	0.0	0.0	19.0	5.0	0.0	0.0	0.0
KCNB1	148.0	5.0	3.0	0.0	0.0	128.0	10.0	0.0	2.0	0.0
LHPP	18.0	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0
HPX	56.0	4.0	1.0	0.0	0.0	48.0	1.0	0.0	2.0	0.0
EPHA2	168.0	16.0	9.0	1.0	0.0	120.0	17.0	0.0	5.0	0.0
CNTN6	261.0	14.0	3.0	1.0	0.0	216.0	18.0	1.0	8.0	0.0
MYH9	238.0	7.0	3.0	9.0	2.0	189.0	24.0	0.0	4.0	0.0
SMPD2	38.0	8.0	1.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0
SFXN5	38.0	0.0	0.0	0.0	0.0	35.0	1.0	0.0	2.0	0.0
PRR5	32.0	0.0	0.0	2.0	0.0	28.0	1.0	0.0	1.0	0.0
ZNF287	75.0	2.0	0.0	3.0	0.0	63.0	6.0	0.0	1.0	0.0
TUB	79.0	2.0	0.0	0.0	0.0	73.0	4.0	0.0	0.0	0.0
IGLV3-9	25.0	1.0	0.0	0.0	0.0	22.0	2.0	0.0	0.0	0.0
RPS23	5.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
SLC16A5	44.0	2.0	0.0	1.0	0.0	40.0	1.0	0.0	0.0	0.0
CBLB	131.0	2.0	0.0	2.0	0.0	113.0	9.0	0.0	5.0	0.0
VRK3	49.0	0.0	0.0	0.0	0.0	44.0	2.0	0.0	3.0	0.0
TTC9C	15.0	1.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0
AAGAB	20.0	2.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0	0.0
SPRY3	70.0	2.0	0.0	0.0	0.0	63.0	5.0	0.0	0.0	0.0
COTL1	11.0	1.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0
RBM41	41.0	1.0	0.0	0.0	0.0	31.0	4.0	1.0	4.0	0.0
NRIP1	114.0	20.0	6.0	0.0	0.0	80.0	8.0	0.0	0.0	0.0
CAGE1	68.0	0.0	3.0	0.0	0.0	56.0	9.0	0.0	0.0	0.0
IL2RA	37.0	0.0	0.0	0.0	0.0	33.0	4.0	0.0	0.0	0.0
NAT1	25.0	0.0	1.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
SYK	79.0	2.0	2.0	1.0	0.0	64.0	8.0	0.0	2.0	0.0
DIAPH1	92.0	4.0	3.0	1.0	0.0	78.0	4.0	0.0	2.0	0.0
C9ORF85	14.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0
NAMPT	41.0	1.0	0.0	0.0	0.0	35.0	4.0	0.0	1.0	0.0
AK3	22.0	0.0	0.0	1.0	0.0	20.0	0.0	1.0	0.0	0.0
PRAC1	5.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
ZNF24	25.0	0.0	0.0	1.0	0.0	22.0	1.0	1.0	0.0	0.0
TM9SF4	67.0	1.0	0.0	2.0	0.0	54.0	5.0	1.0	4.0	0.0
CTDP1	86.0	3.0	2.0	0.0	0.0	74.0	3.0	0.0	4.0	0.0
TRPV6	137.0	2.0	1.0	0.0	0.0	128.0	5.0	0.0	1.0	0.0
ETAA1	72.0	7.0	0.0	1.0	0.0	60.0	4.0	0.0	0.0	0.0
NXPH1	60.0	2.0	0.0	0.0	0.0	53.0	3.0	0.0	2.0	0.0
C22ORF24	5.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
OR7D4	87.0	1.0	0.0	0.0	0.0	82.0	3.0	0.0	0.0	1.0
MST1R	132.0	5.0	1.0	0.0	0.0	116.0	6.0	0.0	4.0	0.0
FDFT1	23.0	2.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0
EMC3	19.0	0.0	2.0	0.0	0.0	14.0	1.0	0.0	2.0	0.0
COPS9	5.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
LAMTOR3	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0
DHX16	111.0	11.0	1.0	0.0	0.0	83.0	13.0	0.0	3.0	0.0
PKD2	95.0	1.0	0.0	0.0	0.0	77.0	13.0	0.0	4.0	0.0
HOPX	10.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
PCDHA4	189.0	3.0	1.0	0.0	0.0	174.0	10.0	0.0	0.0	1.0
MAGEB1	87.0	4.0	0.0	0.0	0.0	79.0	4.0	0.0	0.0	0.0
NOVA2	33.0	1.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0
ZFYVE26	207.0	3.0	0.0	0.0	0.0	184.0	10.0	0.0	10.0	0.0
OR10J5	77.0	0.0	0.0	0.0	0.0	74.0	2.0	0.0	0.0	1.0
P2RY10	92.0	1.0	0.0	0.0	0.0	79.0	9.0	2.0	1.0	0.0
ETV4	31.0	2.0	0.0	0.0	0.0	26.0	1.0	0.0	2.0	0.0
CTSB	34.0	4.0	1.0	0.0	0.0	28.0	0.0	0.0	1.0	0.0
NOP14	61.0	4.0	1.0	0.0	0.0	50.0	3.0	0.0	3.0	0.0
TMEM75	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ARMC8	49.0	2.0	0.0	1.0	0.0	37.0	3.0	0.0	6.0	0.0
GDF15	27.0	0.0	0.0	0.0	0.0	25.0	0.0	1.0	1.0	0.0
APOO	24.0	1.0	1.0	0.0	0.0	20.0	1.0	0.0	1.0	0.0
TDP2	39.0	2.0	0.0	1.0	0.0	35.0	1.0	0.0	0.0	0.0
PLSCR5	40.0	1.0	1.0	0.0	0.0	37.0	1.0	0.0	0.0	0.0
DUSP16	12.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	1.0
CDR2	36.0	0.0	0.0	0.0	0.0	32.0	3.0	0.0	1.0	0.0
ZNF570	71.0	1.0	2.0	0.0	0.0	57.0	9.0	0.0	2.0	0.0
CHERP	84.0	7.0	2.0	0.0	0.0	68.0	6.0	0.0	1.0	0.0
NKAIN1	24.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	2.0	0.0
OR1D5	41.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
CTAGE1	125.0	12.0	2.0	0.0	0.0	102.0	9.0	0.0	0.0	0.0
IGHD4-23	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
TBC1D3B	33.0	1.0	0.0	0.0	0.0	25.0	6.0	0.0	1.0	0.0
C1ORF198	33.0	0.0	0.0	0.0	0.0	30.0	2.0	0.0	1.0	0.0
RNF8	34.0	2.0	1.0	1.0	0.0	26.0	2.0	0.0	2.0	0.0
RPH3AL	30.0	0.0	1.0	0.0	1.0	26.0	1.0	0.0	1.0	0.0
GADD45A	10.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0
ZNF821	28.0	0.0	0.0	1.0	0.0	24.0	2.0	0.0	1.0	0.0
COL6A1	101.0	3.0	0.0	0.0	0.0	91.0	4.0	0.0	3.0	0.0
ALDH1A3	51.0	3.0	0.0	0.0	0.0	45.0	0.0	0.0	2.0	1.0
OR56A3	73.0	0.0	1.0	0.0	0.0	68.0	4.0	0.0	0.0	0.0
DHRSX	33.0	1.0	0.0	0.0	0.0	29.0	2.0	0.0	1.0	0.0
IGLV1-51	14.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
TSPY1	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
RASSF7	23.0	1.0	0.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0
B3GNT4	49.0	3.0	1.0	1.0	0.0	41.0	2.0	0.0	1.0	0.0
BRF1	65.0	5.0	1.0	2.0	0.0	55.0	1.0	0.0	1.0	0.0
CNOT11	33.0	2.0	0.0	0.0	0.0	30.0	1.0	0.0	0.0	0.0
RNASE7	11.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
CASTOR2	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
UTS2R	30.0	1.0	0.0	0.0	0.0	28.0	1.0	0.0	0.0	0.0
LONP2	85.0	5.0	0.0	0.0	0.0	74.0	5.0	0.0	1.0	0.0
PDXK	21.0	2.0	1.0	0.0	0.0	15.0	3.0	0.0	0.0	0.0
GSTT2B	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
DDOST	24.0	2.0	0.0	1.0	0.0	19.0	2.0	0.0	0.0	0.0
ATXN1L	20.0	1.0	0.0	1.0	0.0	16.0	2.0	0.0	0.0	0.0
SLC25A32	32.0	0.0	0.0	0.0	0.0	30.0	1.0	0.0	1.0	0.0
LIMD2	7.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
SRRM1	82.0	1.0	0.0	2.0	0.0	75.0	2.0	0.0	2.0	0.0
ZNF594	88.0	5.0	1.0	0.0	0.0	74.0	8.0	0.0	0.0	0.0
UBE2D4	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
GRAMD1A	59.0	1.0	1.0	0.0	0.0	51.0	3.0	1.0	2.0	0.0
CDC25B	59.0	2.0	0.0	1.0	0.0	54.0	1.0	0.0	1.0	0.0
ISX	46.0	1.0	0.0	0.0	0.0	43.0	0.0	0.0	2.0	0.0
CASP8	183.0	12.0	4.0	4.0	0.0	107.0	42.0	0.0	12.0	2.0
LINC00346	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PCTP	14.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0
TGIF2-RAB5IF	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
SNRPD1	9.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	2.0	0.0
CEL	70.0	3.0	1.0	1.0	0.0	60.0	3.0	0.0	2.0	0.0
HIP1R	73.0	5.0	2.0	0.0	0.0	53.0	10.0	0.0	3.0	0.0
LY75-CD302	181.0	4.0	2.0	5.0	0.0	149.0	15.0	0.0	6.0	0.0
ZER1	58.0	1.0	0.0	0.0	0.0	53.0	2.0	0.0	2.0	0.0
SELENOI	32.0	0.0	0.0	0.0	0.0	29.0	2.0	0.0	1.0	0.0
OR1L8	67.0	1.0	0.0	1.0	0.0	65.0	0.0	0.0	0.0	0.0
ZNF462	227.0	9.0	0.0	0.0	1.0	200.0	14.0	0.0	3.0	0.0
WDR59	98.0	0.0	3.0	0.0	0.0	86.0	7.0	0.0	2.0	0.0
USP27X	20.0	1.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
ABCF2	53.0	2.0	1.0	1.0	0.0	41.0	7.0	0.0	1.0	0.0
NDST3	134.0	1.0	1.0	0.0	0.0	120.0	7.0	1.0	3.0	1.0
AURKA	21.0	0.0	0.0	0.0	0.0	19.0	1.0	0.0	0.0	1.0
PHF3	206.0	14.0	4.0	1.0	0.0	163.0	20.0	0.0	4.0	0.0
LAMA1	480.0	5.0	3.0	2.0	0.0	430.0	28.0	0.0	12.0	0.0
TFPI2	43.0	3.0	1.0	0.0	0.0	37.0	0.0	0.0	2.0	0.0
LY86	23.0	0.0	0.0	0.0	0.0	20.0	2.0	0.0	1.0	0.0
CD1C	106.0	1.0	1.0	1.0	0.0	95.0	5.0	0.0	2.0	1.0
TSHB	27.0	0.0	0.0	0.0	0.0	23.0	3.0	0.0	1.0	0.0
TACC3	76.0	5.0	2.0	1.0	0.0	62.0	5.0	0.0	1.0	0.0
STK10	85.0	3.0	0.0	1.0	0.0	70.0	8.0	1.0	2.0	0.0
ALG10B	60.0	3.0	0.0	0.0	0.0	53.0	4.0	0.0	0.0	0.0
TRIAP1	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
RRN3P3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AKT2	49.0	1.0	0.0	0.0	0.0	46.0	2.0	0.0	0.0	0.0
HS6ST2	48.0	2.0	0.0	1.0	0.0	44.0	1.0	0.0	0.0	0.0
TBX2	60.0	5.0	1.0	0.0	0.0	52.0	2.0	0.0	0.0	0.0
ANTXR2	42.0	1.0	2.0	0.0	0.0	31.0	4.0	0.0	4.0	0.0
OR52K2	64.0	2.0	0.0	0.0	0.0	60.0	2.0	0.0	0.0	0.0
DLEU7	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
CDKN2C	19.0	3.0	1.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0
CFAP54	270.0	8.0	2.0	0.0	1.0	242.0	10.0	0.0	7.0	0.0
LVRN	146.0	0.0	1.0	0.0	0.0	136.0	2.0	0.0	7.0	0.0
FAM149A	55.0	4.0	0.0	1.0	0.0	45.0	4.0	1.0	0.0	0.0
TMED2	15.0	0.0	0.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0
ZNF226	95.0	10.0	2.0	2.0	0.0	72.0	8.0	0.0	1.0	0.0
ENHO	11.0	0.0	1.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0
HIF1AN	20.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
TIE1	154.0	6.0	4.0	0.0	0.0	130.0	12.0	2.0	0.0	0.0
GPR89A	19.0	0.0	2.0	0.0	0.0	15.0	0.0	0.0	1.0	1.0
CBLL1	64.0	4.0	1.0	1.0	0.0	52.0	4.0	0.0	2.0	0.0
ZNF615	90.0	3.0	1.0	0.0	0.0	75.0	10.0	0.0	1.0	0.0
CPN1	75.0	1.0	0.0	1.0	0.0	68.0	4.0	0.0	1.0	0.0
